Account_ID,Customer_Name,Age,Gender,Account_Type,Balance,Transaction_Amount,Transaction_Type,Transaction_Date,Branch,IFSC_Code,Loan_Status,Credit_Score,KYC_Status,Account_Status
A10062,Amit,49,Other,Credit,29117,24279,credit,2021-05-21,Chennai,Unknown,Rejected,887,Pending,Inactive
A12890,John,72,Female,Loan,96780,-15469,debit,2024-01-03,Chennai,Unknown,Rejected,456,Rejected,Inactive
A13274,Ravi,28,Other,Credit,19477,23844,credit,2024-10-13,Pune,ICICI003,Rejected,302,Rejected,Inactive
A12697,Ravi,46,Female,Unknown,112729,20225,credit,2024-02-23,Mumbai,AXIS004,Rejected,337,Pending,Inactive
A11243,Amit,34,Other,Unknown,14257,-5969,debit,2022-04-05,Chennai,Unknown,Rejected,627,Pending,Closed
A10739,Neha,30,Female,Loan,37239,6833,credit,2022-09-01,Bangalore,HDFC001,Pending,882,Verified,Active
A12891,John,55,Other,Unknown,3754,9982,credit,2024-11-11,Mumbai,SBI002,Rejected,792,Pending,Inactive
A12912,Priya,23,Female,Loan,187332,-84,debit,2021-04-04,Unknown,HDFC001,Rejected,315,Rejected,Inactive
A10166,Amit,29,Other,Unknown,155870,-4294,debit,2024-06-30,Chennai,Unknown,Pending,393,Pending,Active
A12079,Ravi,69,Female,Current,17041,43344,credit,2024-12-05,Chennai,Unknown,Rejected,433,Rejected,Inactive
A13454,Priya,22,Female,Credit,139902,9856,credit,2021-03-22,Unknown,AXIS004,Rejected,816,Pending,Inactive
A11883,Ravi,35,Female,Current,123162,-3742,debit,2025-01-19,Unknown,HDFC001,Rejected,856,Pending,Inactive
A11849,Amit,23,Other,Current,36765,43649,credit,2022-05-05,Bangalore,Unknown,Rejected,382,Rejected,Inactive
A13093,Priya,32,Other,Unknown,133154,27303,credit,2025-06-15,Delhi,SBI002,Pending,521,Pending,Closed
A12419,Neha,57,Female,Credit,73577,11127,credit,2022-08-09,Unknown,HDFC001,Rejected,570,Rejected,Dormant
A10875,Priya,53,Other,Credit,104158,-24487,debit,2025-05-31,Unknown,HDFC001,Pending,390,Pending,Active
A12403,Sara,63,Other,Unknown,-1112,18027,credit,2023-08-22,Unknown,ICICI003,Pending,334,Pending,Inactive
A13241,Amit,73,Other,Current,66094,-10422,debit,2022-08-07,Mumbai,AXIS004,Rejected,324,Rejected,Inactive
A12298,Ravi,23,Male,Unknown,196650,-18040,debit,2021-04-28,Bangalore,HDFC001,Rejected,695,Pending,Active
A13325,Neha,60,Male,Loan,-4905,38569,credit,2023-11-26,Delhi,SBI002,Pending,466,Pending,Active
A12792,John,35,Other,Unknown,11070,24078,credit,2024-11-04,Unknown,AXIS004,Rejected,352,Rejected,Inactive
A11844,Ravi,49,Other,Credit,148965,7307,credit,2024-11-10,Delhi,AXIS004,Approved,581,Verified,Active
A10279,Ravi,61,Other,Unknown,191360,-4599,debit,2021-08-09,Unknown,HDFC001,Rejected,858,Rejected,Inactive
A11146,Amit,26,Male,Unknown,109619,-2248,debit,2025-12-25,Chennai,AXIS004,Rejected,740,Rejected,Dormant
A13309,Unknown,40,Other,Current,143605,15300,credit,2022-08-19,Mumbai,SBI002,Rejected,346,Rejected,Inactive
A10828,John,57,Other,Current,57110,3850,credit,2023-10-10,Pune,ICICI003,Rejected,490,Pending,Inactive
A10815,Amit,58,Male,Loan,7966,3104,credit,2024-12-06,Delhi,Unknown,Rejected,678,Rejected,Closed
A11679,Sara,52,Female,Loan,49238,-15458,debit,2023-01-29,Chennai,HDFC001,Pending,642,Verified,Closed
A11060,Amit,53,Other,Current,185329,28900,credit,2022-06-05,Bangalore,AXIS004,Rejected,428,Rejected,Inactive
A11985,Ravi,34,Male,Current,138261,-40063,debit,2022-11-16,Unknown,Unknown,Rejected,397,Verified,Active
A12654,Priya,54,Female,Unknown,100986,-24720,debit,2025-12-11,Delhi,Unknown,Rejected,327,Rejected,Inactive
A12021,Amit,20,Other,Credit,82166,-18799,debit,2024-08-30,Bangalore,Unknown,Approved,824,Verified,Active
A10810,Priya,49,Other,Unknown,151282,20593,credit,2025-05-15,Delhi,Unknown,Rejected,491,Verified,Dormant
A10512,Unknown,54,Male,Credit,124236,12947,credit,2025-10-25,Delhi,AXIS004,Approved,877,Verified,Active
A12950,Neha,67,Female,Savings,66097,-48995,debit,2022-07-10,Mumbai,HDFC001,Pending,701,Pending,Active
A10733,Sara,36,Female,Savings,161644,2061,credit,2025-08-18,Pune,Unknown,Rejected,391,Rejected,Inactive
A13139,Priya,64,Female,Loan,85423,31863,credit,2025-03-09,Chennai,AXIS004,Rejected,705,Rejected,Inactive
A10287,Priya,31,Female,Unknown,14163,43938,credit,2023-02-13,Unknown,ICICI003,Rejected,409,Rejected,Inactive
A12845,Amit,43,Female,Loan,2712,12277,credit,2023-10-06,Bangalore,Unknown,Rejected,363,Rejected,Inactive
A12064,John,43,Other,Current,18380,47300,credit,2022-02-17,Chennai,HDFC001,Rejected,850,Pending,Inactive
A11987,John,44,Other,Unknown,14621,20260,credit,2021-10-09,Bangalore,AXIS004,Pending,526,Pending,Active
A12330,Priya,59,Other,Unknown,83565,-766,debit,2025-06-08,Chennai,Unknown,Approved,769,Verified,Active
A11286,John,29,Female,Credit,8889,-594,debit,2022-03-28,Bangalore,Unknown,Rejected,731,Pending,Dormant
A10233,Priya,61,Female,Current,189302,-24,debit,2023-09-22,Pune,ICICI003,Rejected,743,Pending,Inactive
A10267,Neha,68,Male,Loan,172318,43436,credit,2021-08-18,Chennai,AXIS004,Approved,499,Verified,Active
A13409,Neha,28,Female,Credit,173189,-28810,debit,2022-06-16,Bangalore,AXIS004,Rejected,594,Rejected,Closed
A12871,Amit,18,Female,Current,83534,-12685,debit,2024-05-14,Mumbai,AXIS004,Rejected,642,Rejected,Inactive
A10893,Ravi,59,Other,Current,84975,-38969,debit,2025-09-11,Delhi,AXIS004,Rejected,376,Rejected,Inactive
A11323,John,35,Other,Unknown,163773,3959,credit,2025-01-10,Unknown,SBI002,Rejected,572,Pending,Closed
A12371,John,23,Other,Unknown,59993,11872,credit,2022-09-14,Bangalore,Unknown,Rejected,437,Pending,Inactive
A10532,Amit,51,Female,Credit,66337,47952,credit,2024-11-29,Delhi,ICICI003,Approved,581,Verified,Active
A10475,Priya,58,Other,Credit,57213,13968,credit,2023-01-04,Unknown,HDFC001,Pending,393,Verified,Dormant
A10511,John,32,Other,Savings,107030,32680,credit,2024-09-27,Mumbai,HDFC001,Pending,388,Pending,Active
A12679,Ravi,26,Other,Unknown,93288,22386,credit,2024-01-26,Chennai,HDFC001,Rejected,459,Rejected,Inactive
A11500,Neha,36,Other,Credit,2034,-8718,debit,2023-10-08,Chennai,SBI002,Rejected,308,Rejected,Inactive
A10270,John,45,Other,Loan,-3925,41709,credit,2023-06-16,Mumbai,Unknown,Approved,324,Verified,Active
A10270,John,45,Other,Loan,29406,24396,credit,2024-05-04,Mumbai,Unknown,Approved,839,Verified,Active
A12128,Unknown,69,Other,Unknown,-7,-827,debit,2022-02-14,Bangalore,SBI002,Rejected,554,Rejected,Inactive
A10447,John,50,Other,Credit,132995,10083,credit,2022-05-23,Unknown,AXIS004,Rejected,831,Pending,Inactive
A10373,Amit,28,Other,Unknown,188458,-24436,debit,2022-01-12,Bangalore,Unknown,Pending,501,Pending,Inactive
A10043,Neha,27,Female,Savings,31472,-4714,debit,2022-12-05,Mumbai,SBI002,Rejected,791,Rejected,Inactive
A13227,John,45,Male,Credit,145867,-11574,debit,2022-08-16,Unknown,Unknown,Rejected,729,Rejected,Active
A13430,Amit,23,Other,Unknown,13900,3106,credit,2024-08-22,Unknown,Unknown,Pending,787,Pending,Dormant
A10916,John,44,Female,Loan,46264,24,credit,2022-08-03,Bangalore,Unknown,Rejected,583,Verified,Closed
A11019,Ravi,31,Female,Credit,62583,-46810,debit,2025-09-28,Chennai,AXIS004,Rejected,840,Rejected,Dormant
A12583,Neha,30,Female,Savings,93541,-31150,debit,2025-10-03,Chennai,AXIS004,Pending,669,Pending,Active
A11314,Neha,51,Male,Current,170541,9592,credit,2022-01-09,Mumbai,HDFC001,Approved,875,Verified,Active
A13360,Neha,42,Other,Unknown,191902,29641,credit,2025-08-24,Chennai,Unknown,Rejected,380,Rejected,Inactive
A12881,Sara,30,Female,Current,134608,31001,credit,2025-07-01,Unknown,SBI002,Rejected,883,Rejected,Inactive
A11302,Ravi,69,Male,Savings,141329,-10034,debit,2024-11-01,Unknown,Unknown,Pending,659,Verified,Active
A12837,Unknown,46,Female,Unknown,8418,-14989,debit,2023-05-18,Pune,HDFC001,Rejected,794,Rejected,Inactive
A10441,Amit,66,Female,Current,92395,2268,credit,2021-07-04,Chennai,Unknown,Rejected,539,Rejected,Inactive
A12628,John,19,Other,Credit,197702,-11849,debit,2024-03-15,Chennai,Unknown,Rejected,429,Verified,Active
A11000,Amit,50,Female,Credit,38874,42870,credit,2024-07-31,Unknown,AXIS004,Rejected,658,Rejected,Inactive
A10792,Unknown,49,Male,Credit,170005,31305,credit,2021-03-02,Unknown,HDFC001,Rejected,630,Pending,Closed
A12390,Priya,50,Female,Loan,82733,-46578,debit,2022-01-14,Bangalore,ICICI003,Pending,782,Pending,Dormant
A12321,Amit,20,Other,Unknown,99433,-27826,debit,2021-10-04,Unknown,AXIS004,Rejected,366,Rejected,Inactive
A12821,Ravi,44,Male,Unknown,127440,4707,credit,2025-05-16,Delhi,Unknown,Rejected,842,Rejected,Inactive
A11249,Ravi,18,Other,Current,50480,26655,credit,2023-04-02,Chennai,Unknown,Rejected,411,Rejected,Inactive
A10342,Neha,35,Other,Current,21878,-11147,debit,2023-11-05,Unknown,SBI002,Rejected,695,Rejected,Inactive
A10250,Neha,65,Male,Unknown,121222,-47080,debit,2022-02-19,Chennai,Unknown,Rejected,565,Rejected,Inactive
A11802,Amit,22,Other,Current,173268,18143,credit,2023-08-04,Bangalore,AXIS004,Rejected,830,Rejected,Inactive
A12622,John,45,Other,Unknown,174283,44885,credit,2024-06-13,Delhi,HDFC001,Pending,376,Pending,Active
A11565,John,18,Other,Credit,5175,-6528,debit,2024-03-20,Unknown,ICICI003,Rejected,734,Rejected,Dormant
A10139,Amit,64,Female,Savings,185600,43332,credit,2023-10-23,Mumbai,ICICI003,Approved,862,Verified,Active
A12206,Neha,24,Male,Savings,35062,-34417,debit,2023-08-12,Bangalore,AXIS004,Rejected,890,Rejected,Inactive
A10327,Sara,33,Other,Loan,80756,-18003,debit,2023-11-20,Bangalore,Unknown,Rejected,588,Rejected,Inactive
A10990,Sara,39,Other,Current,61720,32286,credit,2021-04-29,Unknown,Unknown,Pending,581,Pending,Active
A12090,Amit,29,Female,Loan,20750,30545,credit,2022-05-01,Bangalore,ICICI003,Pending,521,Pending,Active
A12375,Amit,21,Female,Unknown,192904,-39997,debit,2023-06-24,Delhi,Unknown,Approved,707,Verified,Active
A10665,Sara,71,Female,Credit,95511,1165,credit,2021-06-07,Pune,Unknown,Rejected,641,Pending,Closed
A10492,Amit,18,Other,Credit,103228,21285,credit,2022-02-24,Unknown,HDFC001,Rejected,417,Pending,Inactive
A10822,John,41,Other,Unknown,40118,-2103,debit,2024-12-21,Unknown,Unknown,Rejected,527,Rejected,Inactive
A11142,Neha,29,Other,Loan,23944,-15330,debit,2021-02-12,Mumbai,HDFC001,Rejected,346,Rejected,Inactive
A10339,Amit,68,Other,Credit,145477,-13799,debit,2023-12-02,Unknown,AXIS004,Rejected,441,Verified,Active
A12073,Sara,18,Other,Current,105810,-32616,debit,2022-08-16,Bangalore,ICICI003,Rejected,705,Verified,Active
A12221,Ravi,31,Male,Unknown,45168,-11491,debit,2021-12-10,Unknown,HDFC001,Rejected,552,Rejected,Inactive
A11401,Neha,21,Other,Unknown,109208,48304,credit,2023-07-01,Unknown,HDFC001,Rejected,475,Rejected,Inactive
A10490,Unknown,22,Male,Loan,97598,2556,credit,2024-01-09,Chennai,ICICI003,Approved,577,Verified,Dormant
A13203,Ravi,32,Other,Unknown,45557,25036,credit,2022-01-03,Unknown,Unknown,Rejected,539,Pending,Inactive
A10884,Amit,43,Female,Unknown,121181,34054,credit,2022-03-02,Bangalore,ICICI003,Rejected,558,Pending,Inactive
A13028,Neha,20,Other,Savings,88912,-36729,debit,2022-03-05,Delhi,AXIS004,Rejected,815,Pending,Inactive
A10851,Ravi,26,Male,Credit,132993,23016,credit,2024-01-04,Chennai,Unknown,Rejected,465,Rejected,Inactive
A12297,Neha,53,Other,Savings,148588,-1444,debit,2023-06-06,Mumbai,SBI002,Rejected,845,Rejected,Inactive
A12597,Priya,60,Female,Unknown,53837,-11070,debit,2021-11-28,Unknown,Unknown,Approved,794,Verified,Active
A12209,Amit,22,Female,Savings,117132,17145,credit,2022-09-29,Pune,Unknown,Rejected,471,Verified,Active
A12492,John,20,Other,Unknown,58311,11085,credit,2022-05-07,Chennai,AXIS004,Rejected,640,Pending,Dormant
A10876,Amit,54,Other,Current,14807,-17135,debit,2022-10-17,Mumbai,Unknown,Rejected,468,Rejected,Inactive
A11543,Ravi,20,Other,Unknown,131236,-549,debit,2021-08-06,Chennai,SBI002,Rejected,760,Rejected,Active
A13004,John,30,Other,Credit,97190,17467,credit,2023-08-30,Chennai,HDFC001,Rejected,431,Rejected,Inactive
A12213,Ravi,43,Other,Current,113903,22012,credit,2024-01-07,Unknown,HDFC001,Rejected,515,Pending,Inactive
A13066,Priya,42,Other,Loan,135087,15649,credit,2022-11-23,Delhi,SBI002,Rejected,499,Pending,Inactive
A10354,Amit,51,Female,Current,54865,-19058,debit,2025-03-21,Mumbai,AXIS004,Rejected,372,Rejected,Inactive
A12320,Neha,48,Female,Current,114684,-18430,debit,2025-06-23,Unknown,HDFC001,Rejected,528,Rejected,Inactive
A11709,Sara,66,Other,Unknown,123325,-3376,debit,2023-04-12,Chennai,ICICI003,Pending,396,Verified,Dormant
A11512,Amit,62,Male,Current,58902,-5714,debit,2021-11-19,Unknown,Unknown,Rejected,630,Rejected,Inactive
A13239,John,53,Female,Current,99166,-2209,debit,2025-04-07,Bangalore,AXIS004,Rejected,537,Pending,Closed
A11857,Ravi,74,Female,Loan,113402,-7552,debit,2024-08-17,Chennai,Unknown,Approved,383,Verified,Active
A12249,Neha,53,Other,Current,152601,27706,credit,2023-12-13,Chennai,SBI002,Rejected,372,Rejected,Inactive
A12135,John,27,Male,Current,107930,-15251,debit,2024-02-09,Unknown,Unknown,Approved,379,Verified,Active
A11348,Ravi,37,Other,Current,16327,19862,credit,2023-05-01,Unknown,AXIS004,Rejected,785,Pending,Inactive
A12328,Priya,22,Other,Savings,28314,48541,credit,2024-06-21,Delhi,AXIS004,Rejected,620,Pending,Inactive
A11030,Neha,29,Female,Unknown,186328,-24464,debit,2023-07-13,Bangalore,SBI002,Rejected,515,Pending,Inactive
A11394,John,35,Female,Unknown,150139,-4652,debit,2022-06-06,Bangalore,Unknown,Approved,370,Verified,Active
A10767,Neha,44,Female,Credit,46770,-11443,debit,2024-08-22,Unknown,AXIS004,Pending,384,Pending,Inactive
A13288,Sara,27,Other,Savings,130092,34237,credit,2023-09-09,Unknown,AXIS004,Rejected,425,Verified,Dormant
A12109,John,43,Female,Unknown,79202,-15856,debit,2022-11-29,Unknown,AXIS004,Rejected,795,Rejected,Inactive
A13060,Neha,27,Male,Loan,70833,25301,credit,2023-05-14,Chennai,Unknown,Rejected,750,Rejected,Inactive
A13259,John,46,Other,Unknown,89659,-25163,debit,2023-11-10,Unknown,HDFC001,Rejected,574,Pending,Inactive
A12506,Amit,43,Female,Savings,85965,6604,credit,2025-06-18,Delhi,Unknown,Approved,351,Verified,Active
A10797,Amit,26,Other,Unknown,76700,-3489,debit,2025-01-09,Unknown,AXIS004,Rejected,866,Rejected,Closed
A11263,Sara,22,Other,Credit,183349,34030,credit,2024-11-02,Pune,ICICI003,Rejected,453,Rejected,Inactive
A11016,Ravi,48,Other,Unknown,85298,26636,credit,2021-08-02,Chennai,HDFC001,Approved,816,Verified,Active
A10028,Priya,21,Other,Unknown,18110,-12484,debit,2021-06-16,Unknown,Unknown,Approved,322,Verified,Active
A13224,John,26,Other,Credit,145905,-13446,debit,2021-05-22,Unknown,Unknown,Rejected,738,Pending,Closed
A13459,John,71,Other,Credit,179693,47840,credit,2025-10-03,Unknown,Unknown,Rejected,398,Rejected,Inactive
A10466,Neha,41,Female,Current,187526,38587,credit,2022-12-08,Bangalore,Unknown,Rejected,723,Pending,Dormant
A11685,Amit,37,Female,Credit,23369,31911,credit,2023-11-23,Chennai,Unknown,Rejected,726,Pending,Active
A13334,John,38,Other,Credit,183766,40589,credit,2022-06-02,Pune,Unknown,Rejected,526,Pending,Inactive
A12132,Amit,71,Male,Loan,159923,18157,credit,2024-08-12,Bangalore,SBI002,Rejected,578,Pending,Inactive
A11301,Priya,61,Male,Loan,153572,-25108,debit,2023-03-22,Chennai,ICICI003,Rejected,625,Rejected,Inactive
A13355,Sara,70,Other,Unknown,154330,27351,credit,2021-02-20,Delhi,AXIS004,Rejected,494,Rejected,Inactive
A12970,John,34,Female,Loan,160216,44321,credit,2022-09-16,Bangalore,HDFC001,Rejected,542,Rejected,Inactive
A10448,Amit,49,Female,Unknown,195288,8291,credit,2021-12-21,Bangalore,HDFC001,Rejected,553,Pending,Inactive
A12414,Amit,56,Female,Current,7765,-13928,debit,2025-05-30,Unknown,HDFC001,Rejected,821,Pending,Inactive
A12435,John,19,Female,Unknown,161966,15965,credit,2024-02-05,Unknown,HDFC001,Rejected,382,Rejected,Inactive
A11845,Priya,19,Other,Unknown,146575,-16896,debit,2024-02-29,Pune,HDFC001,Approved,582,Verified,Active
A12853,Sara,63,Other,Unknown,482,17395,credit,2024-02-11,Bangalore,HDFC001,Approved,403,Verified,Active
A12055,Amit,48,Other,Loan,162991,42005,credit,2024-03-23,Chennai,HDFC001,Pending,562,Pending,Active
A11400,John,18,Other,Unknown,36951,23722,credit,2022-02-23,Unknown,Unknown,Approved,569,Verified,Dormant
A13408,Unknown,70,Male,Unknown,51368,-17004,debit,2025-05-22,Bangalore,Unknown,Approved,652,Verified,Dormant
A12699,John,55,Other,Unknown,187150,-12815,debit,2021-05-20,Chennai,HDFC001,Rejected,580,Verified,Closed
A12028,Neha,45,Other,Unknown,42190,40144,credit,2022-11-07,Unknown,AXIS004,Rejected,740,Rejected,Closed
A12434,Unknown,19,Other,Credit,-2973,9400,credit,2023-01-18,Unknown,AXIS004,Approved,514,Verified,Dormant
A13382,Unknown,23,Other,Current,14808,-36363,debit,2025-05-20,Pune,Unknown,Approved,376,Verified,Active
A11541,Neha,32,Female,Unknown,106489,-17340,debit,2024-04-26,Bangalore,AXIS004,Pending,880,Pending,Closed
A12833,Amit,27,Other,Unknown,172661,9056,credit,2022-05-04,Mumbai,SBI002,Pending,437,Verified,Active
A11925,Amit,33,Other,Current,90892,-48789,debit,2021-03-10,Unknown,AXIS004,Approved,372,Verified,Active
A12894,Priya,21,Other,Credit,15109,-2660,debit,2022-11-05,Delhi,Unknown,Rejected,741,Pending,Dormant
A11105,Ravi,48,Female,Credit,72118,48998,credit,2024-01-03,Pune,SBI002,Rejected,786,Pending,Inactive
A11257,John,41,Female,Current,21566,13818,credit,2025-03-23,Delhi,HDFC001,Rejected,417,Verified,Dormant
A10110,John,35,Other,Current,128477,12261,credit,2021-09-07,Unknown,AXIS004,Pending,341,Pending,Dormant
A12668,Ravi,19,Female,Loan,55990,3137,credit,2023-07-12,Unknown,Unknown,Rejected,364,Rejected,Inactive
A11054,Neha,65,Other,Loan,95528,-16784,debit,2021-05-12,Bangalore,Unknown,Rejected,645,Pending,Dormant
A11795,Ravi,51,Other,Unknown,52122,32778,credit,2023-02-07,Chennai,ICICI003,Approved,846,Verified,Active
A10128,Ravi,66,Other,Savings,73053,-25498,debit,2024-04-01,Chennai,HDFC001,Approved,870,Verified,Active
A11885,Priya,24,Female,Savings,92766,17818,credit,2023-04-25,Mumbai,HDFC001,Approved,401,Verified,Active
A12348,Amit,24,Other,Loan,112716,35049,credit,2024-03-30,Unknown,ICICI003,Rejected,884,Rejected,Closed
A12732,John,39,Female,Current,102501,21576,credit,2025-04-21,Mumbai,SBI002,Rejected,439,Rejected,Inactive
A11260,Priya,35,Male,Unknown,1690,-49212,debit,2024-07-01,Delhi,Unknown,Rejected,305,Pending,Inactive
A12675,Priya,61,Other,Unknown,137643,-14878,debit,2022-06-21,Pune,Unknown,Rejected,627,Pending,Closed
A13005,Amit,45,Other,Unknown,138710,26536,credit,2024-12-30,Unknown,AXIS004,Rejected,659,Rejected,Inactive
A12302,Amit,25,Other,Current,191778,-9467,debit,2021-05-02,Bangalore,AXIS004,Rejected,492,Rejected,Inactive
A13072,John,32,Other,Current,114681,1913,credit,2024-01-29,Mumbai,Unknown,Rejected,586,Pending,Active
A12461,John,30,Other,Unknown,173694,-7796,debit,2024-12-20,Unknown,Unknown,Approved,685,Verified,Active
A11627,Priya,25,Male,Current,75028,-735,debit,2025-06-28,Bangalore,AXIS004,Approved,638,Verified,Dormant
A10930,Ravi,32,Other,Loan,26564,31591,credit,2021-06-16,Chennai,HDFC001,Approved,362,Verified,Active
A11010,Amit,55,Male,Current,143671,15543,credit,2025-08-15,Delhi,Unknown,Rejected,670,Pending,Inactive
A13059,Amit,22,Male,Unknown,176579,44451,credit,2024-10-04,Pune,SBI002,Rejected,861,Pending,Inactive
A11252,Sara,49,Male,Credit,89954,43725,credit,2025-09-17,Unknown,HDFC001,Rejected,586,Pending,Dormant
A11211,Amit,26,Female,Savings,74540,23748,credit,2021-09-24,Mumbai,SBI002,Approved,849,Verified,Active
A11045,Priya,53,Female,Credit,135661,-10760,debit,2021-06-16,Delhi,AXIS004,Approved,780,Verified,Active
A10063,Amit,25,Other,Credit,139460,-10609,debit,2023-01-27,Bangalore,Unknown,Rejected,425,Pending,Inactive
A11758,Amit,26,Other,Current,76647,-19463,debit,2024-09-12,Chennai,Unknown,Rejected,894,Pending,Inactive
A11637,John,74,Female,Loan,174248,8999,credit,2025-07-12,Unknown,Unknown,Approved,808,Verified,Active
A12705,Neha,21,Female,Unknown,62973,3824,credit,2021-02-19,Bangalore,Unknown,Rejected,855,Pending,Inactive
A13110,Amit,61,Other,Loan,18854,35511,credit,2023-04-16,Chennai,AXIS004,Approved,416,Verified,Active
A11743,John,35,Female,Unknown,106351,38454,credit,2024-09-30,Bangalore,AXIS004,Rejected,614,Rejected,Inactive
A12945,Priya,40,Female,Loan,176076,-16851,debit,2023-02-19,Chennai,Unknown,Rejected,870,Rejected,Inactive
A12191,Ravi,35,Female,Unknown,120455,27874,credit,2023-03-08,Unknown,AXIS004,Rejected,544,Pending,Inactive
A13049,Ravi,40,Other,Savings,31723,48003,credit,2024-04-19,Delhi,Unknown,Approved,817,Verified,Active
A12774,Neha,54,Male,Savings,161380,37472,credit,2021-12-16,Delhi,ICICI003,Rejected,383,Pending,Inactive
A11773,Sara,23,Female,Unknown,97720,-4630,debit,2024-01-24,Unknown,AXIS004,Pending,770,Verified,Dormant
A11260,Priya,35,Male,Unknown,51729,33726,credit,2022-03-22,Delhi,Unknown,Rejected,810,Pending,Inactive
A11973,John,18,Other,Current,10719,9537,credit,2025-12-10,Bangalore,HDFC001,Rejected,519,Pending,Inactive
A13478,Neha,58,Other,Loan,164320,19153,credit,2021-11-04,Delhi,Unknown,Rejected,633,Rejected,Closed
A11485,John,63,Other,Unknown,99639,19817,credit,2021-03-04,Unknown,Unknown,Rejected,497,Pending,Inactive
A12674,Priya,58,Female,Unknown,63645,-39242,debit,2023-07-09,Bangalore,Unknown,Rejected,558,Pending,Inactive
A13247,Neha,37,Other,Loan,133013,-40572,debit,2021-10-22,Bangalore,SBI002,Rejected,469,Pending,Inactive
A11730,Priya,36,Male,Unknown,153121,16846,credit,2025-03-14,Delhi,HDFC001,Rejected,862,Pending,Inactive
A10267,Neha,68,Male,Loan,158147,14217,credit,2023-03-11,Chennai,AXIS004,Pending,644,Pending,Inactive
A11929,Sara,40,Female,Savings,101409,-23621,debit,2023-02-09,Unknown,Unknown,Rejected,473,Rejected,Active
A12546,Amit,21,Male,Credit,-814,45366,credit,2022-05-04,Unknown,Unknown,Rejected,729,Rejected,Inactive
A12856,Neha,51,Female,Unknown,20222,6754,credit,2022-05-20,Chennai,ICICI003,Rejected,663,Pending,Closed
A10947,John,18,Female,Unknown,6990,23352,credit,2021-11-12,Chennai,Unknown,Rejected,501,Pending,Inactive
A10047,Ravi,50,Male,Current,126436,-9690,debit,2025-01-08,Unknown,AXIS004,Rejected,369,Rejected,Inactive
A10772,Ravi,23,Other,Credit,34197,16613,credit,2022-01-11,Unknown,Unknown,Rejected,644,Rejected,Inactive
A11930,Amit,36,Male,Unknown,47186,7589,credit,2022-11-25,Unknown,AXIS004,Approved,776,Verified,Active
A12302,Amit,25,Other,Current,128707,-43110,debit,2021-04-26,Bangalore,AXIS004,Rejected,836,Rejected,Inactive
A10646,Sara,23,Female,Savings,150637,8301,credit,2024-01-23,Unknown,AXIS004,Rejected,545,Verified,Active
A13446,Ravi,33,Female,Unknown,98857,14990,credit,2022-11-11,Chennai,HDFC001,Rejected,472,Rejected,Inactive
A13400,Priya,35,Other,Current,-3840,8852,credit,2022-01-13,Unknown,AXIS004,Rejected,583,Rejected,Inactive
A13464,Priya,60,Male,Credit,51682,-17481,debit,2025-10-30,Bangalore,SBI002,Approved,325,Verified,Active
A12248,John,29,Other,Loan,13861,23231,credit,2025-02-22,Bangalore,Unknown,Rejected,444,Rejected,Inactive
A10492,Amit,18,Other,Credit,132193,38397,credit,2023-03-17,Unknown,HDFC001,Rejected,332,Pending,Inactive
A10018,Neha,51,Other,Loan,143640,16028,credit,2021-04-04,Bangalore,Unknown,Approved,394,Verified,Active
A11026,John,52,Female,Unknown,85522,18427,credit,2023-11-16,Delhi,AXIS004,Rejected,347,Pending,Inactive
A12245,Neha,21,Male,Unknown,185735,-22534,debit,2024-02-16,Unknown,HDFC001,Rejected,561,Rejected,Inactive
A13293,Neha,64,Other,Loan,89898,12021,credit,2024-12-25,Unknown,ICICI003,Rejected,340,Pending,Inactive
A10505,Unknown,74,Female,Loan,113992,5091,credit,2024-08-25,Unknown,AXIS004,Rejected,446,Rejected,Inactive
A11253,Sara,20,Other,Unknown,26305,33147,credit,2025-06-15,Bangalore,Unknown,Rejected,656,Rejected,Dormant
A11636,Amit,74,Male,Loan,197631,-15366,debit,2024-08-11,Delhi,SBI002,Approved,475,Verified,Active
A10362,John,21,Other,Unknown,-3493,31099,credit,2021-04-26,Unknown,HDFC001,Rejected,798,Rejected,Inactive
A12205,Amit,34,Female,Savings,6648,40182,credit,2021-09-14,Pune,Unknown,Rejected,542,Pending,Inactive
A11179,Amit,24,Other,Credit,57448,-35916,debit,2024-10-22,Unknown,Unknown,Rejected,612,Pending,Dormant
A12705,Neha,21,Female,Unknown,171032,19897,credit,2022-09-16,Bangalore,Unknown,Rejected,438,Pending,Inactive
A10442,Priya,27,Other,Unknown,157784,-15403,debit,2024-02-09,Bangalore,AXIS004,Rejected,742,Pending,Inactive
A10395,John,27,Other,Unknown,179718,11686,credit,2022-03-14,Unknown,Unknown,Approved,694,Verified,Active
A13377,Neha,32,Male,Credit,30911,-18920,debit,2024-09-10,Mumbai,Unknown,Approved,311,Verified,Active
A11352,John,40,Female,Current,57744,14211,credit,2025-09-24,Unknown,Unknown,Rejected,308,Pending,Inactive
A10344,Amit,70,Other,Loan,158472,-8051,debit,2025-12-28,Bangalore,AXIS004,Rejected,445,Rejected,Inactive
A11539,Unknown,21,Female,Unknown,24450,-7807,debit,2021-07-22,Mumbai,ICICI003,Rejected,309,Pending,Inactive
A11648,Priya,60,Male,Loan,88750,-9105,debit,2023-04-13,Delhi,AXIS004,Rejected,777,Pending,Inactive
